Gene,n_guides,MERS-CoV T1015N,MERS-CoV,HKU5-SARS-CoV-1-S,VSV-SARS-CoV-2-S,SARS-CoV-2 Cas9-V2 Avg.
LOC103247560,4,-0.975913036,-0.973816922,-0.621025641,-0.779068924,-1.155900446
LOC103247565,7,-0.869256031,-1.556661449,-1.139419365,-1.073279352,0.789521817
LOC103247567,4,-0.739679729,0.42967749,-0.156479371,-0.747829384,-0.974079964
LOC103247568,4,-0.228872414,0.526599783,1.791414126,1.891480181,0.814519257
LOC103247569,8,0.675565218,0.04799725,1.038358641,1.224126489,0.429553853
LOC103247571,4,-0.494113161,-0.470355396,0.443005203,-0.559278022,-2.360818008
LOC103247573,4,1.853005261,1.826501596,2.282262246,1.912276829,-0.378461382
LOC103247582,4,1.426480557,1.688156041,-0.793074646,-0.260585351,-0.609736888
LOC103247583,4,0.372407885,0.366175013,0.875238738,0.2397779,-0.71716841
LOC103247585,8,-0.028907042,0.509909892,-0.416743017,-0.451905917,-0.227297021
LOC103247586,4,-0.028835325,-0.721874253,0.138416473,0.280580815,0.813162243
LOC103247591,4,-0.051223263,-1.521480931,-0.443201714,0.356607756,-0.529497296
LOC103247592,6,-0.537159154,1.209638167,-0.886340022,-0.604085088,0.678607536
LOC103247594,4,-0.97625319,-1.991030108,-1.647231583,-1.625282989,-0.856752014
LOC103247596,4,-0.916243824,-0.764338106,-1.057685986,0.260347345,0.053493629
LOC103247600,1,0.037453416,-0.617499009,-0.246119131,-0.914128746,0.930585768
LOC103247608,4,-1.42492207,-1.693719401,0.638027984,0.257832768,0.215983435
LOC103247609,4,1.797899318,2.324017311,0.915553882,0.925521592,1.139602043
LOC103247612,4,-0.82620477,0.486328708,0.331868075,1.693663131,0.386055133
LOC103247618,4,0.308098851,-0.389506012,-1.101456532,-0.693084399,-0.274789836
LOC103247620,4,-0.167380253,-0.624096524,0.503262535,-1.257659293,-0.517712132
LOC103247624,1,0.222328678,0.209676674,0.657025055,0.175019205,0.120953727
LOC103247639,4,-0.279310895,0.995218001,1.407951446,-0.589513651,0.35559535
LOC103247640,4,-0.507573446,-0.243038541,-0.404650104,1.30944414,0.411485658
LOC103247644,4,-1.062029596,-1.116768281,-1.193231009,-0.455415351,-0.027524568
LOC103247647,4,-0.256221197,0.297204491,0.910112431,1.522928418,0.74054584
LOC103247648,4,-0.167814276,-0.590928771,-0.240884672,-2.167618689,-0.625301116
LOC103247650,7,-0.704306083,1.237682231,-0.611924174,-0.384777775,0.915878406
LOC103247651,4,-0.180417299,0.677347135,0.233451468,-0.544369806,0.498222917
LOC103247654,3,1.086266763,0.904387673,1.53400514,1.357560787,-0.501554154
LOC103247655,5,0.437268805,0.212111988,-1.417933455,-0.894774695,-0.417959736
LOC103247659,4,1.371258024,0.477266737,0.903985848,1.282720788,0.774958814
LOC103247663,6,0.922665154,-0.139956262,0.09477912,-0.374006488,1.651216465
LOC103247664,1,-0.133199725,-0.570587883,-0.564252462,0.477716478,-0.599619362
LOC103247665,4,0.505153949,-0.669040947,1.627252592,1.008526627,-1.051028202
LOC103247668,4,0.612849445,1.319083594,2.010225689,1.808843917,0.465885424
LOC103247675,4,-0.599729294,-0.993580434,-0.750263227,-0.769447596,-0.532337108
LOC103247679,5,0.280322327,1.026993843,1.714680832,0.499868563,-0.725606781
LOC103247680,5,-0.236917512,-1.465711845,-1.516595593,-0.775076477,-0.613960086
LOC103247681,4,1.442215305,0.215095974,0.443189065,-0.582826624,-0.850306039
LOC103247683,4,0.464273527,0.274198708,-0.129388887,0.56618539,0.572330334
LOC103247686,5,-1.077436789,-1.928766395,-0.605027182,-0.764541914,-0.360298101
LOC103247696,4,0.265062619,1.07176222,1.385661835,0.886754858,0.959304176
LOC103247697,5,0.06077478,-1.001553391,0.410518696,-0.258816084,-0.495449423
LOC103247698,7,-0.341044008,0.171686605,-1.095499282,-1.392330864,-0.329989301
LOC103247699,4,-0.005965915,1.413144269,2.382473711,1.065116372,-6.34E-04
LOC103247700,4,2.586666817,2.116861761,2.087605438,2.64808,0.609124164
LOC103247702,4,0.017552924,-0.297305291,-0.905099614,-0.496996877,-1.527471724
LOC103247704,4,0.036207461,-0.160871765,1.125019778,2.455458727,-0.3761504
LOC103247716,4,-0.773191895,-0.545270132,-0.953382385,-0.483588148,-0.765545559
LOC103247719,4,0.812764981,0.671102054,0.152047014,-0.186286854,0.443786099
LOC103247732,4,1.753024641,1.527706842,0.137235889,0.482200887,-0.005583781
LOC103247749,5,0.818572284,0.028419489,1.095979977,-0.321753337,1.285037377
LOC103247753,4,0.327773221,-0.227745712,0.528014885,0.428540265,0.003204045
LOC103247756,4,-0.295160742,-1.213606044,-0.031108719,-0.854925311,-1.121436508
LOC103247760,5,1.485781411,1.017119271,-0.02462534,-0.906382394,-0.621670149
LOC103247764,4,0.148436322,-0.624677376,0.07280976,-1.110999901,0.063763684
LOC103247766,4,1.502051219,1.489484552,0.393061071,1.298233161,1.194673449
LOC103247767,4,0.75418274,0.364255522,-1.026414986,-1.084496647,0.832089573
LOC103247768,4,-1.337854243,-0.348216119,0.440294491,0.491003269,0.946599035
LOC103247769,4,1.139657619,0.208040099,-0.050321122,0.15805446,0.444579983
LOC103247770,4,-0.174069641,-0.442908558,-1.133282182,-1.179455092,-1.046216078
LOC103247771,4,-0.391687374,-0.223904849,0.32349859,0.855280255,0.51425593
LOC103247778,4,0.263083218,-0.96641262,-0.677070268,-1.778262417,0.071872745
LOC103247779,4,-0.165037594,0.421067625,0.225835698,0.074980639,0.046375534
LOC103247783,10,0.989424221,0.296814091,0.002896132,-0.452898656,-1.499859488
LOC103247784,4,0.157959165,0.37391682,-0.009939324,-0.496752548,-1.316333974
LOC103247785,5,0.836414159,-1.142749966,-1.017232277,-1.702316135,-1.635942117
LOC103247786,5,-1.018911912,-0.835471235,-0.445098988,-0.163778202,0.4503195
LOC103247787,1,1.370412209,0.373318118,0.211669075,0.240921144,-0.721048108
LOC103247788,4,-2.890494954,-1.213330108,-0.632848392,-0.41645684,-0.880242546
LOC103247792,7,-0.994270888,-2.004521696,1.076415978,-0.259978339,-1.302510864
LOC103247793,4,0.025896927,1.011780732,0.374225527,0.019047541,-0.076994558
LOC103247794,5,-0.683030468,-0.669525229,-2.388170892,-1.83922228,0.834524326
LOC103247795,4,-1.091650766,0.162663802,0.230426617,-1.184411896,-1.225548865
LOC103247796,5,-1.091245839,0.147426777,0.093727191,-0.835023702,0.410490942
LOC103247800,4,0.163629586,-0.230767222,-0.337131413,-0.280225038,-0.278497151
LOC103247804,1,0.05804896,0.132564654,-0.892201294,-0.203625701,-0.264770768
LOC103247807,4,-1.19690069,-1.207098598,-1.695511352,-2.217333699,0.095157086
LOC103247808,4,0.525215584,-0.162777782,-0.062222428,-1.632293473,0.502694706
LOC103247810,4,-0.067913772,-0.531464271,-0.583953571,0.141579572,-1.516401205
LOC103247814,4,0.603859368,-0.309426429,-0.253827285,-0.659652025,0.830061441
LOC103247815,4,-0.803139557,0.415990632,-0.437670073,-1.208229359,-1.228848865
LOC103247821,4,-2.454627,-2.445656972,-1.671386881,-1.79777511,-1.642329273
LOC103247823,4,-1.75473803,-1.124495355,-1.06348868,0.49147736,0.303746734
LOC103247824,3,-1.003840694,-0.989525226,-0.347530762,-0.417029297,-0.186091634
LOC103247826,4,-1.398243349,-0.806495422,0.494319518,0.063740169,0.034586645
LOC103247830,4,1.168314735,0.304954857,0.715799498,-0.417671598,0.202238737
LOC103247831,4,-0.169518882,-1.15746098,-0.043143987,-0.881346898,1.266248132
LOC103247832,4,-0.841798339,-1.143470846,-0.502440344,-0.802672734,0.017504118
LOC103247833,4,-0.928018497,-0.2319155,-0.124621969,-0.893454488,-0.932989719
LOC103247834,4,0.196211535,-0.28142197,0.984909578,-0.514863843,0.656836303
LOC103247836,5,0.903683333,0.092984779,-0.33747656,-0.988590821,-0.316802949
LOC103247837,4,-0.652655074,0.268040771,0.636427931,-0.745389219,0.352917362
LOC103247849,4,-0.357338003,-0.378990224,-0.341269072,0.329226094,-0.242755466
LOC103247851,4,0.24154375,-0.514296507,0.230448891,0.179037144,-0.207844223
LOC103247853,1,0.017457629,0.009737724,-0.011747089,-0.001787584,0.069433673
LOC103247856,4,-0.042894505,0.52979079,-1.060059437,-2.440254427,0.256147069
LOC103247857,4,1.32744923,1.067702044,0.546093959,0.984118155,-0.513583572
LOC103247862,4,1.637016016,0.662137223,1.383619579,1.229562783,0.525364293
LOC103247864,4,0.610882434,1.600717657,0.421365934,1.487693669,1.810041059
LOC103247865,5,-0.820191014,-0.749975501,-0.990496491,-1.098641132,-0.443267503
LOC103247867,4,-2.21990695,-1.586546012,-0.231342936,-1.184288738,0.171827299
LOC103247868,4,0.360435327,-0.064981824,-0.132069438,-0.03640943,-0.661550734
LOC103247869,1,1.30302019,0.356519048,0.424665968,1.281011268,0.573366226
LOC103247870,4,0.94266402,-0.897234079,-1.252281523,-1.353230994,0.260869715
LOC103247871,4,-1.226860573,-0.099812176,-0.696123447,-0.246062093,0.07614965
LOC103247873,4,-0.38429853,-0.51198729,0.33569654,-0.53472914,0.724669212
LOC103247874,4,-0.033579514,0.27480933,1.623212449,2.204168863,0.481555646
LOC103247875,4,0.987657015,-0.016277392,0.313945632,0.354287329,0.243867412
LOC103247878,3,1.046104716,0.913615458,0.688299452,0.920233738,1.382085404
LOC103247879,4,-0.379623899,-0.519921455,0.383034604,0.051137289,0.487474322
LOC103247883,4,-1.477479938,0.344071861,0.158909111,-0.401560231,0.130138594
LOC103247884,4,-1.685773328,-0.487664469,-0.429637021,-1.403553217,-0.750709842
LOC103247885,4,0.487229127,1.370305366,-0.508321302,0.196832098,0.696353284
LOC103247887,4,0.527163164,0.159237143,0.411701809,0.643918153,-0.336656544
LOC103247888,4,-0.571025235,-1.82827245,-0.052190815,-1.972177271,0.703043076
LOC103247889,3,-0.24214927,-0.513665786,-0.974619886,0.273367017,0.791310696
LOC103247890,4,2.237850955,1.707338203,0.279736649,0.749570544,0.710725319
LOC103247892,4,-0.884356312,-0.208413967,1.598571644,1.519476736,-0.189383704
LOC103247908,4,1.322555044,0.933242008,-0.82851327,0.597530814,0.127520243
LOC103247909,4,1.465689825,1.960201159,1.916884195,2.464417002,1.209363037
LOC103247911,4,-0.089098527,0.364399909,-0.758509454,-0.303921854,-0.674903481
LOC103247912,4,0.950326885,0.264901615,0.752355772,0.269826574,-0.308300662
LOC103247913,4,0.42107516,-0.231711656,0.371425641,-0.201504184,-0.248302353
LOC103247914,4,-2.491313918,-1.251168424,-0.390411448,0.131521781,-0.775944791
LOC103247916,4,0.909572028,-0.799945355,-0.169335066,-0.269517267,0.454882061
LOC103247917,4,1.240307466,-0.469378779,-1.808212282,-0.900257115,0.14999342
LOC103247918,7,-1.953258984,-2.621224332,-0.915657947,0.536531921,1.657406676
LOC103247919,7,-1.947878064,-2.218951802,-0.200840009,1.164294079,1.703729691
LOC103247920,4,0.327044524,-0.401898225,-1.250771181,-0.875608944,-0.675904568
LOC103247921,4,-1.219400959,-1.918635951,-1.614145463,-2.235658168,0.618587643
LOC103247922,4,0.584148687,0.040376379,2.257700561,1.485402678,0.619802941
LOC103247923,4,2.025839797,1.761361387,2.541290531,2.552902924,1.740033702
LOC103247925,4,0.223953889,-0.079286694,-0.370045209,-1.435645863,0.365100069
LOC103247926,4,0.331768979,1.091266858,-0.409700961,0.821535345,-0.79638618
LOC103247927,4,0.639888629,-1.135497873,-0.221366762,0.213946462,-0.067890241
LOC103247928,4,-0.202165126,-1.245900246,-1.419872102,-0.021453264,0.104972143
LOC103247929,4,0.025751988,0.248463841,-1.552351836,-2.497104185,0.058844656
LOC103247931,4,-0.358080885,-0.029839483,0.378747047,-0.664304938,-0.396946533
LOC103247932,4,0.344054732,1.225111708,-0.141311284,0.675225496,0.730114135
LOC103247934,4,0.279582935,-0.62249708,0.407917854,-0.338869377,-0.389617694
LOC103247936,4,-0.483198421,0.294009621,-0.548803172,-0.458876097,-0.49871097
LOC103247937,4,0.986618894,0.331284328,0.504453507,0.378140087,0.340291386
LOC103247938,4,-1.538263057,-0.344741185,-1.112183956,-0.73216785,0.478629126
LOC103247939,4,0.351555915,-0.894210611,-0.068329782,-0.09237863,0.457522273
LOC103247940,3,1.260966349,-0.442625368,0.489414261,-0.508296062,0.370873442
LOC103247944,4,0.239503548,0.715442069,-0.700896116,-0.720457075,-0.527188617
LOC103247946,4,0.605497554,0.45995338,-0.203143363,0.673469664,-0.45432395
LOC103247947,4,1.413030734,0.137096501,0.268760644,0.489116567,-0.907608379
LOC103247950,4,0.085500439,-0.423695499,-0.703034066,-2.103688097,-0.55574474
LOC103247956,4,0.060388764,0.827924516,-0.018687307,0.633638435,-0.1578319
LOC103247957,4,-0.596641111,-0.584150364,-0.590321406,-0.561490358,-0.136083122
LOC103247959,4,0.196286677,0.058729173,-1.298031024,0.930846269,0.374076803
LOC103247962,4,-0.240537524,-1.293533099,-0.357058045,-0.110372185,-0.107167825
LOC103247966,4,-0.357894523,-0.588465363,-0.692787425,-0.386811524,1.047128484
LOC103247969,4,0.116217439,-0.691741079,-0.471298308,0.473309867,-0.088610717
LOC103247976,5,-0.686808304,-0.633648121,-1.64841027,-2.066836145,-0.71462173
LOC103247982,4,1.687764499,0.759273333,1.556612117,-0.048980045,0.134436188
LOC103247984,3,-0.111233954,0.162450301,0.661260227,-0.294478531,0.514158099
LOC103247990,4,0.933598803,1.275488486,0.978926791,-1.038177243,0.78255228
LOC103247991,3,-1.00348911,0.359609111,0.22569226,0.623423352,3.14E-04
LOC103247992,4,-1.383586844,-0.429071944,-1.66786486,-0.825970516,-0.013187431
LOC103247999,4,-0.806082719,-1.290762002,0.151387108,-0.606326084,-1.837017278
LOC103248001,4,-0.431909675,-0.188889554,-0.576342303,-1.431828643,-0.066653092
LOC103248022,1,-0.293967926,-0.296552868,-0.302667738,-0.437578273,-1.106415986
LOC103248030,4,-0.898493553,-0.490163841,-0.548438739,-0.126840153,0.116055854
LOC103248048,4,-1.091284062,-0.839318733,-0.592141963,0.612883927,-0.140828746
LOC103248049,4,-1.229524546,-0.634274336,-0.450835637,0.300993216,0.128232305
LOC103248058,4,0.326404292,1.496799792,1.20005788,0.140159901,-1.117838044
LOC103248083,4,-0.655438164,-0.75172816,-0.697767082,-0.789630246,0.562895574
LOC103248084,4,-1.01472754,-0.900718715,-0.783390573,-0.373204039,-0.077735964
LOC103248111,4,0.100438195,0.126678851,1.534774705,1.568939473,1.033824014
LOC103248146,1,-0.213479619,0.300420051,-0.095439282,-1.152402734,-0.129888256
LOC103248147,4,0.440526459,0.206138924,0.723596806,-0.812555838,-0.55279043
LOC103248152,4,0.587890037,1.338974689,1.583225286,-0.034033186,0.853304781
LOC103248157,6,0.436471046,-0.060850065,-0.074706244,-0.501459844,-1.17375033
LOC103248163,4,-1.654306074,0.709737984,-0.962074314,-1.137433889,-2.023678258
LOC103248199,6,1.206042171,0.08944676,-0.5925312,-0.390021092,0.754367577
LOC103248201,5,-0.877044784,-1.952672714,-0.661165737,-1.427887247,0.228002656
LOC103248202,4,-0.47233573,-0.210871311,-0.561225589,-0.42870409,0.087258449
LOC103248206,5,-0.236678696,-0.465505941,0.566504493,0.196809626,-2.334766698
LOC103248207,5,0.141765152,0.723772951,0.848230147,-0.052681159,-0.226524236
LOC103248208,4,0.206678411,0.626294055,-0.810720367,-0.135530515,-0.288244926
LOC103248209,4,0.891475451,0.241629831,1.74521254,1.483214776,0.331548512
LOC103248212,5,-1.89530061,-1.184047754,0.404248439,-1.86052673,-1.007205664
LOC103248214,4,-0.36208658,-1.240429625,-1.293093851,-1.136602842,-0.375930725
LOC103248222,6,-0.114092059,-0.178898686,-0.274328196,-0.519232065,-0.459066301
LOC103248233,4,-0.672048006,-1.265520479,-0.986616278,-2.888785158,-0.132700655
LOC103248236,4,-1.232829125,-1.320461224,-1.462779773,-0.886004747,-0.8162743
LOC103248252,4,0.207773995,-0.344567309,-1.860680802,-1.330286278,-0.229149659
LOC103248267,4,-1.003132001,0.701161759,0.447110855,0.624858027,0.627062834
LOC103248269,4,0.290049831,-0.59700979,-0.092557932,1.286620963,-0.885280073
LOC103248270,4,-0.523898055,0.117356652,-1.765387465,-1.588443092,-1.184565429
LOC103248271,4,-0.99273691,-1.622463517,0.246806746,0.828403719,-0.286164815
LOC103248363,4,-0.061169067,-0.138282656,0.728131152,1.480598879,0.273253553
LOC103248366,4,-0.310911001,0.690156394,0.548530955,0.123007525,-1.333456389
LOC103248368,4,-0.314202567,-0.509046175,-0.258089393,-0.852403704,0.596910295
LOC103248380,5,1.745141886,0.732280198,1.611613854,-0.112040821,0.237426696
LOC103248391,4,0.170419581,0.201010906,-0.206422891,-1.018324659,-0.77780116
LOC103248413,5,-1.656121574,-0.497982993,-0.31968374,-1.418236695,-0.899290559
LOC103248426,4,0.380555513,0.21615265,0.439545773,-0.021768432,0.127089716
LOC103248430,4,0.407459249,0.84515816,-0.219511046,0.846350006,0.747588567
LOC103248439,4,0.935596545,0.151904571,0.614745275,-0.491700352,0.423863649
LOC103248491,4,0.007117817,-0.48005416,-0.279964115,-1.635413442,-0.345792019
LOC103248520,3,0.343503813,-0.416775656,-0.417609293,-0.419797966,-0.987635563
LOC103248531,1,-0.911049629,-0.208866101,-0.491676258,0.465235324,-1.001394059
LOC103248533,4,0.873520158,-0.819940686,0.282364955,0.29350865,0.740813356
LOC103248543,4,-0.095165112,-0.378797397,0.655718623,-1.001842652,0.257037236
LOC103248550,4,0.067790689,0.218643159,0.320362758,0.767999588,0.301071491
LOC103248565,1,1.056544108,0.794893968,0.499590233,0.652472396,0.409954493
LOC103248575,4,-1.062982369,-1.074833079,-0.570426849,-1.759671268,-0.089728467
LOC103248576,2,-0.555493648,-0.83063039,0.648283153,1.580832507,-0.237490139
LOC103248588,4,0.168760504,-0.480153889,0.20772353,-0.542066193,-0.605066653
LOC103248595,2,-0.413027788,-1.076092682,-1.427819336,-1.481599931,-1.237155903
LOC103248623,4,-1.839066979,-0.153382628,0.388198659,0.324287194,0.586036709
LOC103248655,4,1.163450241,0.953337651,0.278216815,0.008387572,-1.140462938
LOC103248661,1,0.153119773,0.142499915,0.118572877,0.77623905,0.739563465
LOC103248664,4,-0.176513335,0.556825121,0.358516635,1.004554874,1.448911365
LOC103248684,4,0.438263109,-0.278135172,-0.885631588,0.413295399,0.097606768
LOC103248709,4,0.659878506,0.257265319,0.465934903,-0.24435947,-0.504281914
LOC103248710,4,-0.678214728,-1.332597535,-1.629852438,-0.211428031,-0.786443988
LOC103248712,4,-0.320040368,0.04146845,-0.234483783,0.109597828,0.740529941
LOC103248714,4,1.341981128,0.812035844,1.365060186,1.112865321,1.498695429
LOC103248715,4,-0.457771431,-0.850331916,0.755088284,-0.111172066,0.292709991
LOC103248716,4,0.487467427,1.180657332,2.221424211,1.37447588,0.59801556
LOC103248717,4,-0.477573858,0.306504951,-1.09718136,0.093447182,1.033031561
LOC103248718,4,0.510495823,-0.247890671,0.348552043,0.521264159,-0.233256908
LOC103248719,4,-1.331565547,-1.364221933,-1.368890525,-0.512419703,0.03914237
LOC103248722,4,-1.067743192,-1.585390602,0.047630129,-0.944281847,0.561891597
LOC103248723,4,0.040093483,0.067050229,-1.558229766,-0.03069527,-1.096542068
LOC103248724,3,-1.388773824,-0.569469549,0.689974128,1.826851436,1.106240599
LOC103248726,4,2.054959167,0.641211508,1.263712703,1.530393163,-0.091788946
LOC103248727,4,0.907445048,0.504253317,-1.717749166,-1.416048496,-0.039077309
LOC103248728,4,0.299089059,-0.36398729,-1.026120353,-1.067266932,-0.062137822
LOC103248731,4,-0.063373075,-0.214713329,0.393163891,0.387434378,0.569814062
LOC103248732,4,0.342710661,-0.174039766,-0.300500956,-0.590146725,0.459391809
LOC103248733,4,0.446888587,1.199955839,1.604167823,0.112402761,0.406159012
LOC103248734,4,-0.784624731,-0.474565507,0.191606825,0.03917697,0.325103381
LOC103248735,4,-0.570919913,0.377195483,-0.639753137,0.343531346,-0.225011562
LOC103248744,4,-0.826969063,-0.150941006,0.434202661,0.172762884,0.335471125
LOC103248765,4,2.194813379,0.360577883,0.576111914,-0.300145838,0.782482435
LOC103248772,4,0.842671249,-0.459696349,0.639135672,1.667308567,0.759143436
LOC103248773,4,-0.889379389,-0.094967733,0.316217705,-0.170856834,-0.33871188
LOC103248776,4,-0.736284371,-2.049144637,-0.377191342,-0.729140252,-0.737296151
LOC103248790,2,-0.349072197,0.78145246,0.919718319,-0.195359585,0.297271766
LOC103248816,4,0.594777605,0.953014119,-0.541430681,-0.447048304,0.621954589
LOC103248832,4,-0.256066599,0.582617478,1.102282343,1.573775472,0.918814543
LOC103248909,1,0.733483642,1.384905427,-0.629620987,-0.47193758,-0.665616048
LOC103248910,4,-0.618651396,-0.065964673,0.125868482,0.708914657,-0.099154555
LOC103248911,4,-0.256277857,0.213512642,0.557774123,0.145625367,1.075894651
